label,potential_home_1,potential_home_2,overall_rating_home_3,overall_rating_home_4,overall_rating_home_5,ball_control_home_5,overall_rating_home_6,potential_home_6,overall_rating_home_7,overall_rating_home_8,overall_rating_home_9,positioning_home_10,overall_rating_home_11,overall_rating_away_1,overall_rating_away_2,overall_rating_away_3,potential_away_3,overall_rating_away_4,marking_away_4,standing_tackle_away_4,overall_rating_away_5,overall_rating_away_6,overall_rating_away_7,overall_rating_away_8,overall_rating_away_9,positioning_away_10,overall_rating_away_11,potential_away_11
2,67.0,58.0,52.0,58.0,61.0,56.0,65.0,65.0,59.0,64.0,62.0,59.0,64.0,66.0,63.0,64.0,70.0,63.0,58.0,65.0,70.0,67.0,59.0,67.0,66.0,67.0,70.0,81.0
1,60.0,58.0,62.0,56.0,62.0,63.0,64.0,64.0,57.0,65.0,69.0,70.0,67.0,66.0,67.0,62.0,62.0,64.0,62.0,65.0,63.0,59.0,67.0,64.0,64.0,64.0,65.0,73.0
2,61.0,52.0,55.0,58.0,62.0,58.0,58.0,58.0,62.0,65.0,64.0,73.0,66.0,66.0,67.0,63.0,63.0,70.0,64.0,73.0,58.0,63.0,67.0,65.0,59.0,64.0,70.0,81.0
0,72.0,79.0,64.0,67.0,62.0,60.0,62.0,68.0,64.0,68.0,69.0,73.0,70.0,66.0,67.0,62.0,62.0,70.0,64.0,73.0,63.0,67.0,64.0,63.0,58.0,64.0,70.0,81.0
1,60.0,62.0,62.0,62.0,63.0,60.0,65.0,68.0,67.0,64.0,70.0,78.0,67.0,66.0,67.0,64.0,70.0,70.0,64.0,73.0,63.0,67.0,64.0,63.0,59.0,64.0,70.0,81.0
0,65.0,60.0,64.0,64.0,65.0,61.0,62.66141732283464,69.06299212598425,65.0,67.0,70.0,80.0,71.0,69.0,69.0,66.0,72.0,67.0,63.0,68.0,65.0,70.0,68.0,67.0,66.0,68.0,73.0,81.0
1,76.0,78.0,74.0,78.0,74.0,69.0,70.0,74.0,73.0,76.0,76.0,70.0,74.0,69.0,67.0,66.0,72.0,73.0,70.0,76.0,65.0,64.0,68.0,67.0,70.0,68.0,73.0,81.0
0,62.0,61.0,57.0,65.0,68.0,67.0,62.0,62.0,57.0,63.0,69.0,66.0,57.0,69.0,69.0,66.0,72.0,73.0,70.0,76.0,65.0,64.63392857142857,67.0,70.0,67.0,55.0,73.0,81.0
2,58.0,64.0,64.0,57.0,65.0,64.0,64.0,72.0,64.0,63.0,65.0,64.0,67.0,69.0,67.0,66.0,72.0,73.0,70.0,76.0,65.0,64.0,68.0,67.0,56.0,65.0,73.0,81.0
1,65.0,65.0,63.0,69.0,62.0,61.0,75.0,75.0,67.0,72.0,68.0,77.0,74.0,69.0,67.0,66.0,72.0,73.0,70.0,76.0,65.0,64.0,68.0,67.0,70.0,56.0,73.0,81.0
0,63.0,72.0,55.0,60.0,65.0,68.0,59.0,59.0,65.0,73.0,66.0,68.0,67.0,69.0,67.0,66.0,72.0,73.0,70.0,76.0,65.0,68.0,64.0,67.0,67.0,65.0,75.0,77.0
0,82.0,78.0,62.0,70.0,70.0,65.0,60.0,76.0,69.0,72.0,70.0,74.0,72.0,69.0,65.0,66.0,72.0,73.0,70.0,76.0,69.0,69.0,68.0,67.0,70.0,55.0,67.0,75.0
1,60.0,70.0,64.0,63.0,67.0,68.0,65.0,66.0,74.0,65.0,71.0,59.0,68.0,69.0,69.0,66.0,72.0,67.0,63.0,68.0,65.0,64.0,69.0,67.0,75.0,65.0,67.0,75.0
2,60.0,70.0,64.0,63.0,59.0,69.0,65.0,72.0,54.0,74.0,60.0,81.0,68.0,69.0,65.0,66.0,72.0,73.0,70.0,76.0,65.0,75.0,70.0,64.0,68.0,56.0,73.0,81.0
1,69.0,65.0,71.0,48.0,63.0,55.0,67.0,67.0,75.0,74.0,68.0,77.0,74.0,69.0,65.0,69.0,79.0,73.0,70.0,76.0,69.0,67.0,67.0,68.0,70.0,72.0,73.0,81.0
1,82.0,78.0,72.0,70.0,68.0,67.0,72.0,74.0,65.0,60.0,75.0,75.0,74.0,69.0,67.0,65.0,65.0,69.0,69.0,74.0,65.0,68.0,56.0,67.0,67.0,72.0,74.0,74.0
1,63.0,72.0,63.0,65.0,68.0,63.0,62.0,62.0,59.0,66.0,63.0,77.0,73.0,69.0,67.0,65.0,65.0,73.0,70.0,76.0,69.0,69.0,68.0,68.0,75.0,55.0,73.0,81.0
1,76.0,74.0,78.0,74.0,74.0,69.0,69.0,78.0,76.0,71.0,76.0,71.0,76.0,64.0,67.0,69.0,79.0,73.0,70.0,76.0,69.0,68.0,56.0,67.0,75.0,55.0,74.0,74.0
1,62.0,74.0,62.0,57.0,59.0,57.0,69.0,69.0,62.0,57.0,65.0,66.0,68.0,64.0,67.0,69.0,79.0,68.0,65.0,70.0,69.0,67.33333333333333,56.0,67.0,67.0,65.0,73.0,81.0
0,65.0,64.0,57.0,56.0,54.0,41.0,63.0,63.0,58.0,64.0,61.0,74.0,65.0,64.0,67.0,66.0,72.0,73.0,70.0,76.0,69.0,68.0,56.0,70.0,75.0,55.0,74.0,74.0
0,65.0,60.0,64.0,66.0,65.0,61.0,67.0,67.0,63.0,68.0,70.0,63.0,68.0,64.0,67.0,69.0,79.0,73.0,70.0,76.0,69.0,66.0,68.0,56.0,70.0,72.0,74.0,74.0
0,85.0,83.0,82.0,74.0,69.0,64.0,76.0,82.0,83.0,78.0,76.0,68.0,81.0,73.0,82.0,75.0,81.0,84.0,84.0,87.0,78.0,70.0,79.0,75.0,76.0,81.0,77.0,87.0
0,88.0,78.0,77.0,75.0,74.0,71.0,79.0,87.0,78.0,79.0,76.0,66.0,76.0,68.0,81.0,76.0,86.0,84.0,84.0,87.0,78.0,79.0,79.0,82.0,75.0,81.0,81.0,87.0
1,81.0,79.0,79.0,74.0,73.0,72.0,63.0,78.0,78.0,70.0,71.0,58.0,79.0,68.0,81.0,84.0,86.0,76.0,71.0,79.0,78.0,82.0,79.0,77.0,81.0,81.0,77.0,87.0
0,86.0,77.0,74.0,80.0,73.0,77.0,79.0,86.0,78.0,68.0,75.0,81.0,81.0,81.0,81.0,84.0,86.0,76.0,71.0,79.0,82.0,79.0,79.0,77.0,76.0,81.0,81.0,87.0
1,90.0,87.0,77.0,78.0,75.0,66.0,81.0,85.0,80.0,78.0,79.0,77.0,81.0,81.0,81.0,82.0,86.0,84.0,84.0,87.0,75.0,79.0,79.0,77.0,81.0,74.0,79.0,87.0
1,87.0,83.0,75.0,78.0,73.0,73.0,78.0,82.0,81.0,77.0,77.0,84.0,73.0,81.0,81.0,82.0,86.0,84.0,84.0,87.0,78.0,79.0,79.0,77.0,81.0,74.0,79.0,87.0
0,74.0,84.0,71.0,75.0,72.0,69.0,74.0,79.0,66.0,76.0,79.0,77.0,78.0,81.0,81.0,75.0,81.0,76.0,71.0,79.0,82.0,79.0,79.0,77.0,81.0,74.0,75.0,79.0
1,87.0,77.0,74.0,77.0,62.0,55.0,76.0,83.0,73.0,73.0,74.0,74.0,75.0,81.0,81.0,75.0,81.0,84.0,84.0,87.0,82.0,79.0,75.0,75.0,77.0,78.0,76.0,84.0
1,71.0,73.0,68.0,64.0,70.0,70.0,67.0,74.0,73.0,74.0,73.0,72.0,75.0,81.0,81.0,82.0,86.0,76.0,71.0,79.0,75.0,77.0,75.0,77.0,81.0,74.0,79.0,87.0
2,78.85,78.0,72.0,73.0,73.0,64.0,74.0,77.0,73.0,71.0,72.0,74.0,61.0,81.0,81.0,84.0,86.0,76.0,71.0,79.0,75.0,82.0,79.0,77.0,81.0,81.0,75.0,81.0
1,85.0,74.0,80.0,75.0,76.0,74.0,76.0,78.0,74.0,78.0,78.0,73.0,78.0,73.0,81.0,75.0,81.0,76.0,71.0,79.0,75.0,82.0,79.0,77.0,81.0,81.0,75.0,81.0
2,82.0,81.0,86.0,85.0,87.0,85.0,71.0,78.0,81.0,74.0,84.0,86.0,86.0,81.0,81.0,82.0,86.0,76.0,71.0,79.0,78.0,79.0,75.0,81.0,76.0,71.0,79.0,87.0
1,80.0,75.0,71.0,72.0,71.0,59.0,75.0,82.0,74.0,65.0,68.0,67.0,70.0,81.0,81.0,82.0,86.0,76.0,71.0,79.0,78.0,79.0,77.0,81.0,76.0,71.0,79.0,87.0
0,84.0,78.0,72.0,81.0,69.0,72.0,77.0,84.0,74.0,74.0,77.0,78.0,80.0,81.0,81.0,75.0,81.0,82.0,84.0,84.0,75.0,79.0,77.0,81.0,76.0,75.0,79.0,87.0
2,83.0,82.0,73.0,68.0,74.0,72.0,68.0,76.0,74.0,66.0,73.0,69.0,69.0,84.0,81.0,72.0,77.0,82.0,81.0,85.0,76.0,82.0,70.0,76.0,73.0,75.0,79.0,82.0
0,77.0,84.0,82.0,76.0,73.0,72.0,74.0,82.0,72.0,76.0,80.0,72.0,78.0,84.0,81.0,72.0,77.0,82.0,81.0,85.0,76.0,74.0,70.0,82.0,70.0,75.0,79.0,82.0
2,81.0,74.0,81.0,77.0,67.0,59.0,71.0,81.0,77.0,76.0,74.0,73.0,78.0,84.0,76.0,72.0,77.0,82.0,81.0,85.0,73.0,70.0,70.0,82.0,70.0,75.0,81.0,85.0
2,82.0,77.0,78.0,76.0,72.0,67.0,78.0,85.0,74.0,79.0,78.0,72.0,79.0,84.0,76.0,72.0,77.0,82.0,81.0,85.0,82.0,70.0,81.0,69.0,70.0,75.0,76.0,84.0
2,87.0,81.0,78.0,76.0,73.0,68.0,72.0,75.0,78.0,77.0,82.0,70.0,80.0,84.0,81.0,76.0,85.0,82.0,81.0,85.0,82.0,74.0,70.0,69.0,76.0,75.0,79.0,82.0
0,82.0,89.0,80.0,81.0,75.0,67.0,80.0,84.0,82.0,81.0,75.0,87.0,80.0,84.0,76.0,82.0,84.0,82.0,81.0,85.0,69.0,81.0,65.0,70.0,74.0,75.0,79.0,82.0
1,80.0,73.0,72.0,77.0,70.0,68.0,73.0,83.0,75.0,73.0,78.0,66.0,74.0,84.0,81.0,76.0,85.0,82.0,81.0,85.0,82.0,65.0,70.0,69.0,76.0,81.0,81.0,85.0
2,86.0,83.0,84.0,83.0,73.0,59.0,82.0,86.0,77.0,78.0,81.0,72.0,80.0,84.0,72.0,76.0,85.0,82.0,84.0,84.0,69.0,81.0,65.0,76.0,81.0,81.0,75.0,88.0
0,75.0,68.0,73.0,69.0,72.0,74.0,74.0,76.0,71.0,70.0,62.0,68.0,76.0,84.0,81.0,76.0,85.0,82.0,81.0,85.0,69.0,65.0,70.0,76.0,81.0,71.0,79.0,82.0
0,74.0,69.0,68.0,73.0,68.0,64.0,68.0,74.0,69.0,67.0,73.0,63.0,67.0,84.0,81.0,76.0,85.0,82.0,81.0,85.0,69.0,65.0,70.0,76.0,74.0,71.0,79.0,82.0
1,74.0,75.0,76.0,75.0,76.0,75.0,81.0,84.0,75.0,76.0,83.0,84.0,84.0,84.0,76.0,82.0,84.0,69.0,58.0,73.0,65.0,68.0,74.0,76.0,81.0,71.0,79.0,82.0
2,77.0,75.0,74.0,72.0,72.0,68.41666666666667,73.0,79.0,75.0,74.0,71.0,64.0,76.0,84.0,72.0,76.0,85.0,82.0,84.0,84.0,81.0,65.0,74.0,69.0,76.0,81.0,72.0,77.0
0,84.0,78.0,75.0,80.0,78.0,76.0,66.0,77.0,79.0,84.0,81.0,93.0,81.0,84.0,81.0,76.0,85.0,82.0,81.0,85.0,69.0,74.0,65.0,82.0,76.0,75.0,79.0,82.0
2,88.0,80.0,78.0,80.0,79.0,78.0,80.0,88.0,73.0,79.0,79.0,81.0,77.0,84.0,81.0,76.0,85.0,82.0,81.0,85.0,82.0,74.0,65.0,72.0,81.0,74.0,79.0,82.0
1,78.0,76.0,72.0,74.0,68.0,68.0,74.0,80.0,69.0,60.0,73.0,76.0,73.0,84.0,76.0,72.0,77.0,82.0,84.0,84.0,69.0,74.0,65.0,76.0,68.0,75.0,79.0,82.0
2,84.0,75.0,79.0,72.0,73.0,76.0,69.0,78.0,78.0,75.0,76.0,68.0,76.0,84.0,81.0,76.0,85.0,82.0,81.0,85.0,69.0,74.0,82.0,68.0,76.0,75.0,79.0,82.0
0,75.0,73.0,71.0,74.0,73.0,74.0,72.0,77.0,73.0,70.0,70.0,67.0,75.0,84.0,81.0,76.0,85.0,82.0,84.0,84.0,69.0,74.0,70.0,76.0,72.0,75.0,79.0,82.0
1,84.0,76.0,80.0,79.0,77.0,73.0,77.0,81.0,76.0,76.0,81.0,78.0,80.0,86.0,71.0,78.0,86.0,77.0,80.0,82.0,67.0,78.0,78.0,82.0,71.0,88.0,72.0,72.0
1,77.0,81.0,76.0,79.0,75.0,67.0,74.0,78.0,79.0,76.0,71.0,80.0,79.0,86.0,78.0,71.0,75.0,77.0,80.0,82.0,69.0,78.0,73.0,79.0,78.0,86.0,72.0,72.0
2,82.0,74.0,68.0,73.0,75.0,73.0,72.0,76.0,73.0,70.0,74.0,82.0,71.0,86.0,73.0,77.0,85.0,78.0,83.0,79.0,72.0,78.0,71.0,78.0,81.0,75.0,79.0,89.0
1,80.0,76.0,72.0,74.0,67.0,65.0,69.0,77.0,74.0,73.0,75.0,59.0,76.0,86.0,78.0,71.0,84.0,77.0,80.0,82.0,72.0,71.0,82.0,78.0,78.0,88.0,81.0,85.0
0,76.0,75.0,75.0,72.0,71.0,70.0,76.0,78.0,76.0,75.0,74.0,72.0,78.0,86.0,72.0,77.0,85.0,78.0,83.0,79.0,72.0,82.0,78.0,78.0,81.0,75.0,79.0,89.0
0,86.0,77.0,78.0,78.0,76.0,74.0,78.0,82.0,75.0,74.0,81.0,79.0,84.0,86.0,72.0,78.0,86.0,77.0,80.0,82.0,72.0,82.0,78.0,78.0,72.0,86.0,79.0,89.0
1,82.0,74.0,73.0,68.0,68.0,66.0,68.0,71.0,74.0,75.0,70.0,65.0,76.0,86.0,72.0,78.0,86.0,77.0,80.0,82.0,72.0,82.0,78.0,74.0,72.0,88.0,81.0,85.0
2,74.0,72.0,70.0,75.0,75.0,75.0,74.0,76.0,71.0,71.0,75.0,75.0,73.0,86.0,72.0,78.0,86.0,77.0,80.0,82.0,72.0,82.0,74.0,78.0,78.0,86.0,79.0,89.0
2,80.0,76.0,73.0,76.0,74.0,69.0,73.0,82.0,74.0,72.0,72.0,80.0,77.0,86.0,73.0,78.0,86.0,77.0,80.0,82.0,72.0,68.0,78.0,74.0,82.0,86.0,79.0,89.0
0,83.0,78.0,81.0,76.0,75.0,69.0,78.0,84.0,83.0,77.0,78.0,76.0,81.0,86.0,72.0,78.0,86.0,77.0,80.0,82.0,72.0,74.0,78.0,82.0,78.0,88.0,81.0,85.0
1,81.0,76.0,74.0,78.0,72.0,66.0,67.0,71.0,70.0,69.0,77.0,73.0,75.0,86.0,72.0,78.0,86.0,77.0,80.0,82.0,72.0,82.0,74.0,78.0,78.0,86.0,79.0,89.0
1,79.0,80.0,76.0,72.0,75.0,72.0,75.0,77.0,76.0,74.0,74.0,64.0,78.0,86.0,72.0,78.0,86.0,77.0,80.0,82.0,72.0,82.0,74.0,71.0,78.0,88.0,68.0,76.0
1,88.0,78.0,75.0,72.0,77.0,75.0,82.0,86.0,80.0,82.0,76.0,79.0,79.0,86.0,72.0,78.0,86.0,77.0,80.0,82.0,72.0,72.0,71.0,78.0,78.0,88.0,68.0,76.0
2,71.0,77.0,68.0,67.0,65.0,61.0,69.0,72.0,73.0,70.0,69.0,67.0,70.0,86.0,69.0,72.0,76.0,77.0,80.0,82.0,78.0,82.0,74.0,71.0,73.0,69.0,79.0,89.0
0,86.0,83.0,82.0,72.0,71.0,64.0,80.0,86.0,76.0,75.0,81.0,74.0,81.0,86.0,72.0,78.0,86.0,77.0,80.0,82.0,72.0,78.0,71.0,82.0,79.0,65.0,70.0,70.0
1,82.0,88.0,79.0,76.0,70.0,70.0,81.0,83.0,85.0,87.0,81.0,84.0,84.0,86.0,72.0,71.0,84.0,77.0,80.0,82.0,69.0,74.0,71.0,78.0,82.0,75.0,79.0,89.0
1,81.0,73.0,80.0,75.0,72.0,73.0,76.0,82.0,70.0,71.0,81.0,72.0,76.0,86.0,72.0,78.0,86.0,77.0,80.0,82.0,69.0,71.0,74.0,73.0,79.0,75.0,72.0,72.0
1,81.0,73.0,78.0,76.0,74.0,74.0,77.0,81.0,76.0,77.0,74.0,67.0,77.0,74.0,70.0,80.0,84.0,76.0,71.0,77.0,76.0,77.0,75.0,74.0,81.0,75.0,84.0,84.0
2,77.0,73.0,71.0,73.0,72.0,74.0,73.0,76.0,74.0,72.0,75.0,66.0,74.0,74.0,70.0,80.0,84.0,75.0,73.0,77.0,76.0,76.0,73.0,81.0,78.0,72.0,84.0,84.0
1,75.0,77.0,73.0,74.0,76.0,75.0,78.0,80.0,76.0,73.0,79.0,77.0,76.0,74.0,70.0,80.0,84.0,75.0,73.0,77.0,76.0,76.0,78.0,84.0,81.0,70.0,84.0,84.0
2,79.0,79.0,73.0,73.0,76.0,77.0,72.0,75.0,75.0,67.0,75.0,78.0,81.0,74.0,70.0,80.0,84.0,75.0,74.0,78.0,76.0,76.0,78.0,84.0,81.0,72.0,84.0,84.0
2,85.0,78.0,75.0,74.0,76.0,75.0,80.0,84.0,81.0,77.0,80.0,77.0,78.0,71.0,80.0,76.0,83.0,75.0,73.0,77.0,76.0,77.0,78.0,84.0,81.0,70.0,84.0,84.0
0,83.0,69.0,76.0,76.0,75.0,68.0,75.0,78.0,76.0,77.0,76.0,77.0,79.0,71.0,80.0,76.0,83.0,75.0,73.0,77.0,76.0,77.0,78.0,84.0,81.0,70.0,73.0,77.0
1,83.0,80.0,77.0,84.0,76.0,72.0,74.0,84.0,78.0,78.0,80.0,85.0,77.0,71.0,72.0,76.0,83.0,75.0,73.0,77.0,76.0,77.0,78.0,74.0,74.0,88.0,84.0,84.0
2,78.0,75.0,74.0,73.0,70.0,76.0,73.0,76.0,73.0,74.0,77.0,74.0,74.0,71.0,80.0,76.0,83.0,75.0,73.0,77.0,76.0,77.0,78.0,76.0,81.0,76.0,84.0,84.0
2,80.0,77.0,77.0,68.0,72.0,73.0,72.0,76.0,73.0,76.0,75.0,75.0,83.0,71.0,72.0,76.0,83.0,75.0,74.0,78.0,76.0,70.0,75.0,76.0,74.0,72.0,84.0,84.0
1,89.0,75.0,73.0,79.0,73.0,66.0,73.0,77.0,74.0,72.0,77.0,85.0,72.0,71.0,70.0,76.0,83.0,80.0,82.0,84.0,76.0,75.0,76.0,84.0,81.0,76.0,84.0,84.0
1,91.0,82.0,79.0,80.0,87.0,85.0,80.0,83.0,76.0,89.0,83.0,84.0,86.0,74.0,80.0,76.0,83.0,75.0,74.0,78.0,76.0,75.0,70.0,84.0,81.0,70.0,84.0,84.0
1,83.0,69.0,69.0,60.0,72.0,72.0,72.0,74.0,73.0,64.0,69.0,68.0,70.0,74.0,80.0,76.0,83.0,75.0,73.0,77.0,71.0,70.0,77.0,76.0,74.0,72.0,81.0,81.0
2,76.0,72.0,71.0,74.0,69.0,67.0,70.0,76.0,65.0,69.0,76.0,77.0,70.0,74.0,72.0,75.0,78.0,76.0,71.0,77.0,76.0,77.0,78.0,84.0,81.0,70.0,84.0,84.0
0,78.0,79.0,77.0,67.0,72.0,74.0,72.0,76.0,77.0,72.0,76.0,76.0,67.0,71.0,72.0,76.0,83.0,75.0,73.0,77.0,76.0,77.0,78.0,84.0,81.0,70.0,84.0,84.0
1,77.0,77.0,70.0,76.0,74.0,73.0,76.0,76.0,74.0,70.0,70.0,59.0,73.0,71.0,70.0,76.0,83.0,75.0,73.0,77.0,71.0,77.0,70.0,78.0,81.0,70.0,84.0,84.0
0,74.0,75.0,69.0,69.0,66.0,65.0,70.0,74.0,69.0,71.0,73.0,62.0,66.0,71.0,72.0,75.0,78.0,80.0,82.0,84.0,75.0,77.0,78.0,84.0,81.0,76.0,84.0,84.0
2,84.0,74.0,74.0,76.0,76.0,76.0,67.0,80.0,74.0,73.0,75.0,86.0,73.0,71.0,72.0,77.0,77.0,75.0,73.0,77.0,71.0,70.0,72.0,84.0,76.0,70.0,84.0,84.0
0,83.0,73.0,72.0,72.0,74.0,76.0,73.0,73.0,75.0,77.0,75.0,78.0,78.0,75.0,74.0,78.0,86.0,76.0,80.0,79.0,76.0,76.0,77.0,78.0,78.0,72.0,83.0,83.0
2,83.0,84.0,81.0,85.0,79.0,75.0,82.0,83.0,74.0,77.0,75.0,86.0,85.0,74.0,74.0,82.0,85.0,76.0,80.0,79.0,76.0,76.0,76.0,84.0,78.0,76.0,83.0,83.0
1,80.0,79.0,72.0,73.0,73.0,76.0,72.0,76.0,75.0,77.0,74.0,68.0,72.0,74.0,74.0,82.0,85.0,76.0,80.0,79.0,76.0,77.0,76.0,84.0,78.0,76.0,83.0,83.0
1,85.0,81.0,78.0,76.0,74.0,75.0,77.0,79.0,82.0,79.0,80.0,80.0,80.0,74.0,82.0,78.0,86.0,76.0,80.0,79.0,76.0,77.0,76.0,84.0,78.0,76.0,83.0,83.0
1,85.0,78.0,72.0,77.0,74.0,76.0,76.0,82.0,72.0,75.0,71.0,72.0,76.0,74.0,74.0,78.0,86.0,82.0,84.0,85.0,76.0,77.0,76.0,84.0,73.0,74.0,83.0,83.0
1,82.0,79.0,76.0,75.0,74.0,75.0,76.0,82.0,76.0,69.0,78.0,72.0,79.0,75.0,74.0,82.0,85.0,76.0,80.0,79.0,76.0,76.0,77.0,78.0,78.0,87.0,73.0,75.0
0,74.0,72.0,72.0,71.0,71.0,71.0,74.0,75.0,76.0,72.0,70.0,69.0,72.0,75.0,74.0,82.0,85.0,76.0,80.0,79.0,76.0,76.0,78.0,84.0,78.0,87.0,73.0,75.0
1,91.0,87.0,79.0,84.0,79.0,83.0,83.0,86.0,87.0,87.0,84.0,84.0,86.0,75.0,82.0,76.0,83.0,74.0,74.0,76.0,68.0,76.0,76.0,77.0,76.0,76.0,72.0,79.0
0,73.0,74.0,73.0,74.0,71.0,74.0,75.0,78.0,74.0,74.0,73.0,77.0,77.0,75.0,76.0,82.0,85.0,76.0,80.0,79.0,76.0,77.0,76.0,78.0,77.0,76.0,84.0,85.0
2,82.0,75.0,80.0,76.0,76.0,75.0,75.0,75.0,74.0,77.0,84.0,78.0,77.0,75.0,76.0,82.0,85.0,76.0,80.0,79.0,68.0,77.0,76.0,84.0,78.0,76.0,83.0,83.0
1,76.0,74.0,73.0,76.0,73.0,73.0,76.0,76.0,74.0,76.0,74.0,73.0,73.0,75.0,76.0,82.0,85.0,76.0,80.0,79.0,76.0,68.0,77.0,84.0,78.0,76.0,73.0,77.0
2,78.0,83.0,74.0,74.0,72.0,73.0,79.0,81.0,68.0,77.0,79.0,74.0,76.0,75.0,74.0,82.0,85.0,76.0,80.0,79.0,68.0,76.0,76.0,84.0,78.0,76.0,73.0,75.0
1,70.0,75.0,75.0,73.0,74.0,72.0,76.0,82.0,72.0,75.0,61.0,74.0,70.0,75.0,74.0,82.0,85.0,76.0,80.0,79.0,68.0,76.0,76.0,79.0,77.0,76.0,73.0,75.0
2,89.0,77.0,78.0,77.0,73.0,66.0,71.0,71.0,74.0,76.0,79.0,71.0,74.0,75.0,74.0,82.0,85.0,76.0,80.0,79.0,68.0,76.0,77.0,79.0,77.0,76.0,83.0,83.0
2,82.0,72.0,68.0,72.0,72.0,69.0,75.0,76.0,74.0,75.0,60.0,75.0,76.0,75.0,74.0,82.0,85.0,76.0,80.0,79.0,68.0,76.0,77.0,84.0,77.0,76.0,83.0,83.0
1,80.0,79.0,80.0,74.0,79.0,78.0,76.0,81.0,81.0,78.0,83.0,77.0,79.0,73.0,74.0,76.0,77.0,81.0,83.0,83.0,74.0,76.0,76.0,83.0,80.0,74.0,84.0,84.0
1,83.0,75.0,71.0,72.0,72.0,70.0,74.0,74.0,74.0,77.0,73.0,79.0,73.0,73.0,70.0,77.0,81.0,81.0,83.0,83.0,74.0,71.0,76.0,76.0,73.0,76.0,76.0,81.0
2,71.0,75.0,72.0,75.0,73.0,75.0,75.0,77.0,73.0,77.0,73.0,81.0,76.0,73.0,74.0,81.0,84.0,77.0,79.0,80.0,76.0,76.0,76.0,83.0,80.0,76.0,76.0,81.0
0,81.0,77.0,77.0,73.0,73.0,76.0,75.0,76.0,77.0,79.0,80.0,72.0,76.0,73.0,74.0,81.0,84.0,77.0,79.0,80.0,76.0,76.0,76.0,83.0,73.0,74.0,80.0,84.0
2,69.0,75.0,65.0,68.0,68.0,63.0,70.0,70.0,60.0,66.0,74.0,68.0,67.0,77.0,74.0,81.0,84.0,76.0,76.0,82.0,76.0,76.0,76.0,73.0,73.0,76.0,76.0,81.0
2,79.0,76.0,76.0,74.0,72.0,70.0,72.0,77.0,76.0,74.0,74.0,63.0,79.0,73.0,74.0,81.0,84.0,77.0,79.0,80.0,74.0,76.0,76.0,80.0,73.0,76.0,76.0,81.0
0,84.0,81.0,76.0,70.0,75.0,72.0,77.0,82.0,72.0,77.0,74.0,71.0,72.0,73.0,74.0,81.0,84.0,77.0,79.0,80.0,72.0,76.0,76.0,83.0,73.0,76.0,80.0,84.0
1,88.0,76.0,76.0,79.0,75.0,77.0,75.0,80.0,76.0,77.0,77.0,76.0,80.0,77.0,74.0,81.0,84.0,76.0,76.0,82.0,72.0,77.0,76.0,83.0,73.0,76.0,80.0,84.0
0,77.0,77.0,73.0,72.0,73.0,75.0,74.0,74.0,72.0,75.0,76.0,72.0,74.0,77.0,74.0,77.0,81.0,76.0,76.0,82.0,72.0,76.0,76.0,83.0,73.0,69.0,76.0,81.0
2,76.0,75.0,68.0,75.0,77.0,76.0,76.0,81.0,72.0,74.0,82.0,72.0,77.0,77.0,74.0,77.0,81.0,76.0,76.0,82.0,72.0,80.0,76.0,73.0,74.0,81.0,84.0,84.0
2,85.0,73.0,78.0,79.0,72.0,59.0,81.0,84.0,78.0,73.0,80.0,86.0,76.0,77.0,70.0,77.0,81.0,76.0,76.0,82.0,72.0,76.0,80.0,83.0,73.0,73.0,84.0,84.0
1,89.0,78.0,84.0,84.0,82.0,83.0,88.0,88.0,88.0,85.0,84.0,79.0,83.0,77.0,81.0,78.0,85.0,77.0,79.0,80.0,72.0,80.0,76.0,71.0,83.0,89.0,80.0,86.0
2,73.0,76.0,73.0,74.0,72.0,73.0,66.0,74.0,76.0,73.0,74.0,69.0,74.0,77.0,70.0,81.0,84.0,77.0,79.0,80.0,72.0,80.0,76.0,73.0,80.0,73.0,84.0,84.0
0,83.0,83.0,82.0,85.0,71.0,74.0,78.0,78.0,82.0,76.0,82.0,87.0,86.0,77.0,70.0,63.0,79.0,77.0,79.0,80.0,72.0,80.0,76.0,71.0,73.0,76.0,84.0,84.0
0,73.0,73.0,74.0,73.0,74.0,68.0,72.0,75.0,75.0,74.0,76.0,76.0,73.0,77.0,70.0,63.0,79.0,77.0,79.0,80.0,72.0,71.0,76.0,73.0,80.0,76.0,84.0,84.0
1,82.0,77.0,73.0,74.0,73.0,74.0,69.0,77.0,78.0,76.0,74.0,82.0,75.0,77.0,70.0,63.0,79.0,77.0,79.0,80.0,72.0,80.0,76.0,71.0,73.0,74.0,84.0,84.0
2,82.0,75.0,69.0,76.0,68.0,64.0,69.0,74.0,74.0,76.0,75.0,67.0,74.0,77.0,70.0,77.0,81.0,76.0,76.0,82.0,63.0,80.0,76.0,71.0,73.0,76.0,84.0,84.0
1,83.0,76.0,73.0,74.0,70.0,77.0,75.0,75.0,73.0,75.0,75.0,74.0,75.0,79.0,82.0,68.0,79.0,78.0,80.0,81.0,73.0,74.0,79.0,78.0,80.0,81.0,83.0,83.0
1,84.0,80.0,79.0,77.0,74.0,78.0,75.0,76.0,79.0,77.0,76.0,83.0,79.0,79.0,72.0,68.0,79.0,82.0,83.0,83.0,76.0,77.0,74.0,78.0,79.0,73.0,79.0,82.0
